id_costo;id_sucursal;id_producto;fecha_costo;cantidad_comprada;total_costo
5307;1;3;04-03-2026;15;4500.0
5308;5;11;30-04-2026;7;490.0
5309;1;10;20-04-2026;11;495.0
5310;5;1;07-11-2027;8;6400.0
5311;4;10;12-02-2029;11;495.0
5312;5;10;25-04-2028;15;675.0
5313;3;12;22-08-2026;9;90.0
5314;6;8;05-09-2030;8;320.0
5315;4;8;01-09-2027;8;320.0
5316;5;11;21-02-2027;15;1050.0
5317;6;9;19-10-2027;11;1650.0
5318;6;1;09-04-2030;7;5600.0
5319;6;1;25-07-2028;6;4800.0
5320;2;12;26-07-2028;12;120.0
5321;2;10;12-01-2029;9;405.0
5322;5;11;11-04-2026;11;770.0
5323;2;12;20-01-2030;15;150.0
5324;4;10;01-08-2029;15;675.0
5325;6;2;12-07-2030;8;4000.0
5326;2;1;01-11-2028;11;8800.0
5327;1;2;22-05-2028;7;3500.0
5328;1;11;26-07-2028;8;560.0
5329;3;10;17-11-2028;7;315.0
5330;4;5;14-08-2028;10;200.0
5331;6;3;18-02-2030;13;3900.0
5332;2;3;08-04-2027;9;2700.0
5333;2;11;22-08-2026;9;630.0
5334;2;8;23-09-2028;6;240.0
5335;4;4;01-09-2027;8;80.0
5336;3;12;05-04-2026;15;150.0
5337;3;9;22-05-2027;5;750.0
5338;6;9;29-10-2030;13;1950.0
5339;2;8;12-01-2030;7;280.0
5340;2;3;11-04-2026;6;1800.0
5341;6;8;05-10-2030;5;200.0
5342;5;8;08-09-2028;13;520.0
5343;5;5;03-04-2026;14;280.0
5344;1;10;15-12-2027;12;540.0
5345;2;4;01-07-2029;8;80.0
5346;5;8;18-06-2029;8;320.0
5347;1;6;03-10-2029;5;900.0
5348;6;9;05-02-2028;7;1050.0
5349;6;2;05-08-2029;11;5500.0
5350;2;10;06-08-2028;5;225.0
5351;4;5;03-06-2029;9;180.0
5352;4;5;22-01-2029;12;240.0
5353;3;12;20-06-2029;7;70.0
5354;4;7;13-06-2026;11;990.0
5355;4;2;04-07-2028;8;4000.0
5356;1;6;08-12-2028;15;2700.0
5357;4;12;23-06-2027;5;50.0
5358;6;12;19-04-2030;7;70.0
5359;3;5;09-06-2026;13;260.0
5360;5;6;20-05-2027;5;900.0
5361;3;4;18-10-2027;12;120.0
5362;5;10;02-04-2028;5;225.0
5363;4;12;25-09-2027;5;50.0
5364;1;9;28-10-2030;13;1950.0
5365;5;7;21-07-2029;12;1080.0
5366;5;5;25-08-2028;5;100.0
5367;5;4;17-01-2028;6;60.0
5368;6;1;11-02-2028;5;4000.0
5369;4;2;15-11-2028;5;2500.0
5370;2;7;08-01-2028;9;810.0
5371;5;4;22-11-2029;12;120.0
5372;2;11;28-07-2029;7;490.0
5373;4;8;18-04-2030;9;360.0
5374;5;10;03-08-2029;10;450.0
5375;3;3;02-04-2027;10;3000.0
5376;5;6;03-06-2029;6;1080.0
5377;4;4;23-08-2030;12;120.0
5378;3;7;24-11-2029;13;1170.0
5379;1;12;29-01-2028;10;100.0
5380;2;9;30-06-2028;9;1350.0
5381;2;1;15-12-2030;13;10400.0
5382;3;4;08-12-2030;5;50.0
5383;3;9;17-10-2028;6;900.0
5384;1;10;27-04-2027;6;270.0
5385;3;8;03-12-2027;12;480.0
5386;5;1;17-11-2027;12;9600.0
5387;6;12;18-12-2026;7;70.0
5388;3;5;02-10-2030;11;220.0
5389;3;7;26-04-2028;5;450.0
5390;2;1;03-03-2027;15;12000.0
5391;5;6;07-02-2027;10;1800.0
5392;2;8;18-09-2027;9;360.0
5393;1;1;07-08-2029;13;10400.0
5394;6;9;19-10-2026;5;750.0
5395;2;9;08-12-2030;15;2250.0
5396;4;10;22-06-2028;10;450.0
5397;5;6;23-02-2027;13;2340.0
5398;2;9;08-09-2026;12;1800.0
5399;1;3;22-02-2027;7;2100.0
5400;3;1;01-10-2030;13;10400.0
5401;5;4;07-04-2029;11;110.0
5402;3;6;31-03-2028;14;2520.0
5403;1;1;02-06-2029;5;4000.0
5404;5;6;01-03-2027;5;900.0
5405;6;7;04-10-2029;5;450.0
5406;1;2;17-02-2027;6;3000.0
5407;1;8;22-04-2028;9;360.0
5408;1;6;14-07-2026;6;1080.0
5409;2;7;25-08-2030;7;630.0
5410;4;6;30-07-2026;13;2340.0
5411;3;4;27-03-2026;13;130.0
5412;5;4;09-12-2030;15;150.0
5413;1;9;27-10-2030;9;1350.0
5414;5;3;01-01-2027;9;2700.0
5415;6;12;19-11-2029;10;100.0
5416;2;9;09-09-2029;11;1650.0
5417;6;7;22-07-2027;10;900.0
5418;6;9;20-05-2026;6;900.0
5419;5;10;02-05-2026;9;405.0
5420;4;2;17-04-2030;7;3500.0
5421;3;8;05-07-2026;14;560.0
5422;6;4;10-01-2027;13;130.0
5423;5;6;15-11-2028;7;1260.0
5424;1;1;26-05-2029;9;7200.0
5425;3;10;15-04-2027;10;450.0
5426;4;9;28-03-2028;12;1800.0
5427;6;1;13-08-2030;7;5600.0
5428;2;3;03-12-2030;5;1500.0
5429;6;12;02-12-2026;8;80.0
5430;6;5;06-03-2029;5;100.0
5431;6;11;24-07-2028;11;770.0
5432;5;4;11-11-2027;15;150.0
5433;5;8;05-10-2029;13;520.0
5434;3;6;27-06-2028;6;1080.0
5435;6;1;17-09-2030;8;6400.0
5436;1;8;24-03-2030;14;560.0
5437;5;4;09-08-2030;12;120.0
5438;5;6;11-02-2027;13;2340.0
5439;5;1;22-07-2030;15;12000.0
5440;2;9;28-12-2029;10;1500.0
5441;3;3;14-09-2028;6;1800.0
5442;4;6;24-10-2029;13;2340.0
5443;3;6;20-11-2027;9;1620.0
5444;4;9;27-09-2029;13;1950.0
5445;6;6;30-08-2027;8;1440.0
5446;3;4;08-02-2027;13;130.0
5447;4;9;30-09-2027;8;1200.0
5448;4;2;20-10-2027;6;3000.0
5449;2;7;14-01-2029;8;720.0
5450;2;10;11-09-2029;13;585.0
5451;1;10;01-08-2026;6;270.0
5452;4;10;19-04-2030;7;315.0
5453;6;7;01-09-2027;8;720.0
5454;1;7;25-06-2026;10;900.0
5455;1;8;06-10-2030;10;400.0
5456;6;4;10-07-2026;10;100.0
5457;6;1;07-02-2029;13;10400.0
5458;3;7;04-03-2028;12;1080.0
5459;3;1;19-11-2026;15;12000.0
5460;6;1;16-01-2028;9;7200.0
5461;3;11;01-10-2029;15;1050.0
5462;5;6;10-11-2030;9;1620.0
5463;4;8;20-10-2026;11;440.0
5464;2;8;12-07-2028;11;440.0
5465;3;11;10-08-2027;6;420.0
5466;5;3;13-02-2028;10;3000.0
5467;5;11;15-02-2030;10;700.0
5468;5;7;18-07-2029;8;720.0
5469;5;9;18-08-2028;9;1350.0
5470;2;7;03-04-2026;10;900.0
5471;5;6;16-02-2030;15;2700.0
5472;1;1;11-06-2029;6;4800.0
5473;1;1;29-03-2028;5;4000.0
5474;3;10;13-01-2029;10;450.0
5475;3;4;04-06-2027;5;50.0
5476;1;6;05-03-2028;12;2160.0
5477;6;7;16-01-2028;6;540.0
5478;6;11;13-11-2026;11;770.0
5479;2;12;21-04-2030;10;100.0
5480;4;10;29-07-2030;7;315.0
5481;5;10;26-04-2030;13;585.0
5482;2;5;17-12-2030;12;240.0
5483;5;5;23-06-2029;12;240.0
5484;1;9;21-09-2027;8;1200.0
5485;2;9;03-05-2027;8;1200.0
5486;1;6;19-08-2029;10;1800.0
5487;6;5;29-03-2028;7;140.0
5488;4;6;08-01-2029;7;1260.0
5489;3;7;01-02-2030;9;810.0
5490;1;12;19-10-2029;11;110.0
5491;6;4;28-07-2030;14;140.0
5492;6;5;21-10-2026;13;260.0
5493;6;9;31-07-2028;8;1200.0
5494;3;8;04-04-2028;5;200.0
5495;5;1;20-12-2030;15;12000.0
5496;2;11;29-08-2028;10;700.0
5497;1;1;24-11-2027;15;12000.0
5498;3;2;07-04-2030;13;6500.0
5499;4;10;09-05-2026;7;315.0
5500;6;10;26-02-2030;6;270.0
5501;5;1;27-02-2028;14;11200.0
5502;1;12;18-09-2028;9;90.0
5503;3;9;24-04-2028;12;1800.0
5504;1;5;10-03-2026;14;280.0
5505;2;9;10-03-2027;14;2100.0
5506;1;5;15-01-2027;5;100.0
5507;5;11;24-04-2030;15;1050.0
5508;6;3;18-11-2030;7;2100.0
5509;3;12;22-04-2030;11;110.0
5510;5;1;07-02-2029;5;4000.0
5511;4;4;11-02-2030;15;150.0
5512;3;11;10-12-2026;6;420.0
5513;4;8;13-07-2030;7;280.0
5514;1;4;15-12-2027;12;120.0
5515;2;4;30-11-2027;10;100.0
5516;2;9;06-11-2030;9;1350.0
5517;2;11;06-08-2027;12;840.0
5518;4;7;06-08-2029;12;1080.0
5519;4;3;30-12-2029;14;4200.0
5520;1;8;02-10-2030;15;600.0
5521;1;5;14-05-2029;11;220.0
5522;2;11;24-05-2030;12;840.0
5523;5;5;08-02-2030;8;160.0
5524;2;11;06-03-2028;9;630.0
5525;5;10;04-07-2028;15;675.0
5526;1;8;20-07-2029;7;280.0
5527;6;9;03-07-2026;11;1650.0
5528;1;4;19-11-2030;7;70.0
5529;6;8;18-07-2029;12;480.0
5530;6;8;14-03-2030;12;480.0
5531;6;9;13-04-2029;13;1950.0
5532;1;1;23-12-2026;15;12000.0
5533;4;7;17-01-2030;5;450.0
5534;4;8;25-02-2029;9;360.0
5535;2;1;01-10-2028;7;5600.0
5536;3;10;01-11-2026;14;630.0
5537;4;5;26-10-2028;5;100.0
5538;6;12;22-12-2027;15;150.0
5539;3;2;22-12-2027;9;4500.0
5540;1;2;05-11-2027;8;4000.0
5541;6;7;05-11-2030;5;450.0
5542;2;7;29-08-2028;14;1260.0
5543;4;1;14-03-2028;15;12000.0
5544;6;8;20-06-2028;10;400.0
5545;4;7;08-04-2030;15;1350.0
5546;5;6;25-01-2027;10;1800.0
5547;6;6;19-03-2026;12;2160.0
5548;2;8;17-12-2028;11;440.0
5549;4;11;11-06-2028;5;350.0
5550;3;4;03-09-2028;13;130.0
5551;2;10;21-06-2029;14;630.0
5552;4;1;13-04-2027;11;8800.0
5553;6;4;12-06-2026;10;100.0
5554;1;6;07-11-2028;5;900.0
5555;1;11;05-11-2027;8;560.0
5556;1;5;01-08-2030;12;240.0
5557;3;3;22-11-2029;6;1800.0
5558;1;9;08-01-2029;10;1500.0
5559;5;9;17-06-2030;7;1050.0
5560;4;3;14-05-2027;5;1500.0
5561;1;5;13-05-2027;6;120.0
5562;1;12;16-11-2028;14;140.0
5563;6;11;09-10-2029;15;1050.0
5564;1;3;30-09-2028;15;4500.0
5565;6;1;03-09-2030;15;12000.0
5566;4;8;15-02-2030;11;440.0
5567;4;7;04-12-2030;8;720.0
5568;6;1;29-10-2028;15;12000.0
5569;1;7;11-06-2028;5;450.0
5570;2;3;04-10-2027;12;3600.0
5571;6;10;19-06-2029;11;495.0
5572;3;2;01-05-2029;15;7500.0
5573;5;5;05-03-2026;10;200.0
5574;3;5;24-11-2030;14;280.0
5575;4;7;09-03-2026;15;1350.0
5576;2;2;10-07-2029;5;2500.0
5577;3;12;07-01-2027;14;140.0
5578;1;3;23-09-2028;10;3000.0
5579;4;12;29-06-2029;9;90.0
5580;5;5;29-10-2030;9;180.0
5581;5;6;22-07-2030;5;900.0
5582;4;9;18-03-2026;5;750.0
5583;4;6;17-07-2026;11;1980.0
5584;6;9;20-07-2026;7;1050.0
5585;2;1;27-05-2026;15;12000.0
5586;1;9;04-06-2027;9;1350.0
5587;3;5;20-11-2028;7;140.0
5588;4;2;14-08-2028;14;7000.0
5589;1;3;04-06-2027;9;2700.0
5590;4;12;08-03-2028;6;60.0
5591;4;2;30-09-2028;6;3000.0
5592;6;9;11-01-2027;5;750.0
5593;5;5;22-03-2027;15;300.0
5594;3;11;17-12-2030;5;350.0
5595;6;6;30-04-2028;10;1800.0
5596;5;2;09-05-2028;12;6000.0
5597;3;7;20-05-2029;14;1260.0
5598;2;5;22-06-2027;10;200.0
5599;3;7;02-08-2030;13;1170.0
5600;1;11;05-05-2028;7;490.0
5601;4;3;12-01-2028;15;4500.0
5602;3;12;16-12-2029;11;110.0
5603;5;4;15-01-2027;9;90.0
5604;3;5;12-10-2029;14;280.0
5605;4;9;27-03-2027;11;1650.0
5606;3;9;22-01-2030;9;1350.0
5607;3;10;11-06-2026;12;540.0
5608;3;6;02-01-2027;15;2700.0
5609;1;4;15-05-2027;14;140.0
5610;1;1;22-03-2029;7;5600.0
5611;5;11;29-10-2026;12;840.0
5612;4;5;27-03-2027;12;240.0
5613;1;11;30-01-2028;14;980.0
5614;5;7;18-07-2030;9;810.0
5615;3;6;16-09-2027;11;1980.0
5616;2;11;12-11-2028;12;840.0
5617;2;4;09-09-2030;11;110.0
5618;3;11;08-12-2030;14;980.0
5619;2;12;24-01-2030;6;60.0
5620;4;11;23-11-2028;7;490.0
5621;2;3;04-07-2028;7;2100.0
5622;5;5;02-03-2026;11;220.0
5623;2;10;04-06-2030;13;585.0
5624;2;4;30-09-2030;14;140.0
5625;5;7;31-12-2030;7;630.0
5626;6;3;24-07-2026;6;1800.0
5627;6;5;24-01-2030;12;240.0
5628;4;2;11-07-2028;12;6000.0
5629;6;12;10-05-2028;5;50.0
5630;3;9;02-06-2030;15;2250.0
5631;1;5;29-06-2029;13;260.0
5632;2;8;07-01-2029;6;240.0
5633;5;3;24-07-2030;10;3000.0
5634;2;12;08-09-2029;5;50.0
5635;1;2;30-08-2030;5;2500.0
5636;1;4;30-05-2027;9;90.0
5637;6;10;30-11-2026;11;495.0
5638;2;5;03-04-2030;9;180.0
5639;6;6;17-05-2026;13;2340.0
5640;5;12;31-12-2030;12;120.0
5641;2;5;18-08-2027;15;300.0
5642;2;10;26-04-2030;11;495.0
5643;2;2;19-01-2030;12;6000.0
5644;3;1;26-10-2028;5;4000.0
5645;4;2;29-09-2027;5;2500.0
5646;2;11;25-05-2028;11;770.0
5647;3;4;07-03-2030;13;130.0
5648;5;7;01-09-2030;13;1170.0
5649;1;4;20-01-2027;11;110.0
5650;5;7;24-09-2029;9;810.0
5651;5;12;14-03-2028;14;140.0
5652;3;12;07-05-2029;7;70.0
5653;5;4;25-12-2027;14;140.0
5654;4;5;05-03-2026;7;140.0
5655;1;9;27-10-2026;15;2250.0
5656;5;1;13-07-2030;7;5600.0
5657;2;2;10-10-2030;8;4000.0
5658;5;9;09-12-2028;10;1500.0
5659;3;7;27-10-2029;6;540.0
5660;1;12;28-09-2029;9;90.0
5661;2;2;23-11-2029;15;7500.0
5662;5;4;28-07-2027;5;50.0
5663;3;11;31-03-2030;10;700.0
5664;5;8;10-10-2026;8;320.0
5665;5;11;14-07-2026;7;490.0
5666;3;10;29-05-2028;15;675.0
5667;4;8;16-04-2026;9;360.0
5668;4;6;23-07-2027;14;2520.0
5669;6;4;20-10-2028;9;90.0
5670;5;10;08-01-2030;9;405.0
5671;5;4;23-10-2030;5;50.0
5672;6;5;13-02-2029;9;180.0
5673;3;9;29-03-2026;5;750.0
5674;4;2;26-03-2029;11;5500.0
5675;4;10;08-07-2026;10;450.0
5676;3;6;10-12-2030;7;1260.0
5677;4;2;05-09-2027;12;6000.0
5678;3;1;03-10-2026;8;6400.0
5679;1;9;08-08-2029;8;1200.0
5680;4;9;22-11-2027;5;750.0
5681;3;10;14-12-2027;8;360.0
